R,6154,,6151,R,,R,,R,6101,,6104,R
R,,,,R,,R,,R,,,,R
R,6153,,6152,R,R,R,R,R,6102,,6103,R
R,R,R,R,R,,R,,R,R,R,R,R
R,6158,,6155,R,,R,,R,6105,,6108,R
R,,,,R,R,R,R ,R,,,,R
R,6157,,6156,R,,R,,R,6106,,6107,R
R,R,R,R,R,,R,,R,R,R,R,R
R,R,R,R,R,R,R,R,R,R,R,R,R
R,6162,,6159,R,,R,,R,6109,,6109,R
R,,,,R,,R,R,R,6109,,6109,R
R,6161,,6160,R,,R,,R,6110,,6110,R
R,R,R,R,R,,R,,R,6110,,6110,R
R,6163,,6163,R,,R,,,,,,
R,6163,,6163,R,R,R,,,,,,
R,6164,,6164,R,,R,,,,,,
R,6164,,6164,R,,R,,,,,,
